Close (BTC),Volume (BTC),Close (ETH),Volume (ETH),Close (USDT),Volume (USDT),Close (BNB),Volume (BNB)
87234.7421875,19953216347,2903.57958984375,11828871179,0.9993789792060852,54062181923,829.4244384765625,1415229398
87301.4296875,42455674908,2925.74560546875,18562196049,0.9991869926452637,81713363687,834.1515502929688,1730790904
87802.15625,13741199310,2947.998291015625,7378783299,0.9992849826812744,40982045847,844.5545043945312,1496575663
87835.8359375,15156557929,2948.568115234375,9227601389,0.9992589950561523,43793554358,858.8287963867188,1855190489
87138.140625,48411625849,2934.538330078125,25957694515,0.9987750053405762,97725242399,851.1875610351562,2271142660
88430.1328125,35586356225,2971.416748046875,18816704381,0.9988669753074646,74119035312,860.5537109375,2042633098
87508.828125,33830210616,2967.03759765625,16451891101,0.9984490275382996,70259461189,863.2573852539062,2539874072
88731.984375,18849043990,3000.394287109375,10268796662,0.9987450242042542,50548666268,863.0546264648438,1623168589
89944.6953125,46398906171,3124.422607421875,25242778003,0.999671995639801,96128566387,880.8441772460938,2274583336
90603.1875,20774828592,3125.91748046875,11460707919,0.9996349811553955,55660104876,878.6394653320312,1660447864
91413.4921875,26770491368,3140.71044921875,13890479323,0.9995059967041016,66989138853,894.3836669921875,1869811425
93882.5546875,53376407252,3226.13037109375,27211995956,0.9999189972877502,109110758515,910.7883911132812,2191450063
93729.03125,52430605257,3295.94677734375,27853981622,0.9995419979095459,110866357823,917.5072631835938,2396005647
91308.0546875,43461295053,3166.843994140625,22665982583,0.9990130066871643,88038722760,899.414306640625,2328531769
91027.125,42386697030,3104.382568359375,22760237888,0.9991790056228638,91586831359,891.7537231445312,2150672078
90513.1015625,38305906684,3083.047119140625,18879517395,0.998727023601532,79822700567,895.46923828125,1729373289
90386.6484375,12385895282,3082.39599609375,6960662969,0.9986670017242432,38115110932,906.1124877929688,1917030206
90827.4609375,17165568977,3118.88525390625,10497219711,0.998553991317749,48265077116,902.7507934570312,1753041961
91192.9921875,41346275358,3092.3251953125,21152711365,0.9990280270576477,87724867392,905.4176635742188,2073080994
95321.78125,54980674354,3322.095458984375,27237310134,0.9993659853935242,112113067779,942.4600830078125,3312675690
96929.328125,60592490863,3354.72265625,33926411912,0.9999409914016724,126519673131,949.10888671875,2898477115
95551.1875,53086363027,3317.101318359375,27598686935,0.9996439814567566,107358143555,930.8783569335938,2344675895
95525.1171875,33248170537,3295.482177734375,22732887284,0.9995129704475403,75532025352,937.5318603515625,1873697028
95099.921875,16021715122,3308.8642578125,11206492253,0.9995740056037903,47015213256,947.0445556640625,1840297630
